ticker,as_of,open,high,low,close,volume,synthetic,source_id
SIM_0001,2026-01-05T14:30:00+00:00,399.7799,402.0822,371.6675,373.8203,17538319.0,True,synthetic:ohlcv:SIM_0001:0
SIM_0002,2026-01-05T14:30:00+00:00,171.5195,172.3353,169.9902,170.8026,238039.0,True,synthetic:ohlcv:SIM_0002:1
SIM_0003,2026-01-05T14:30:00+00:00,20.4156,20.4848,20.0459,20.1141,701460.0,True,synthetic:ohlcv:SIM_0003:2
SIM_0004,2026-01-05T14:30:00+00:00,151.8377,152.5163,151.371,152.049,255353.0,True,synthetic:ohlcv:SIM_0004:3
SIM_0005,2026-01-05T14:30:00+00:00,51.5863,52.5474,51.4595,52.4185,473510.0,True,synthetic:ohlcv:SIM_0005:4
SIM_0006,2026-01-05T14:30:00+00:00,24.8859,25.0641,24.7949,24.9729,365747.0,True,synthetic:ohlcv:SIM_0006:5
SIM_0007,2026-01-05T14:30:00+00:00,475.3454,480.094,472.0751,476.8136,348753.0,True,synthetic:ohlcv:SIM_0007:6
SIM_0008,2026-01-05T14:30:00+00:00,97.2829,97.977,96.9472,97.6401,220361.0,True,synthetic:ohlcv:SIM_0008:7
SIM_0001,2026-01-05T15:00:00+00:00,373.8203,409.0781,371.3013,406.3399,31604710.0,True,synthetic:ohlcv:SIM_0001:8
SIM_0002,2026-01-05T15:00:00+00:00,170.8026,171.8105,169.0871,170.0909,197250.0,True,synthetic:ohlcv:SIM_0002:9
SIM_0003,2026-01-05T15:00:00+00:00,20.1141,20.1699,19.9049,19.9604,253392.0,True,synthetic:ohlcv:SIM_0003:10
SIM_0004,2026-01-05T15:00:00+00:00,152.049,152.5555,150.8608,151.3651,238507.0,True,synthetic:ohlcv:SIM_0004:11
SIM_0005,2026-01-05T15:00:00+00:00,52.4185,52.4562,51.7413,51.7784,505428.0,True,synthetic:ohlcv:SIM_0005:12
SIM_0006,2026-01-05T15:00:00+00:00,24.9729,25.0813,24.8974,25.0057,172777.0,True,synthetic:ohlcv:SIM_0006:13
SIM_0007,2026-01-05T15:00:00+00:00,476.8136,480.0166,474.6789,477.8772,187908.0,True,synthetic:ohlcv:SIM_0007:14
SIM_0008,2026-01-05T15:00:00+00:00,97.6401,97.6668,96.6842,96.7107,1970139.0,True,synthetic:ohlcv:SIM_0008:15
SIM_0001,2026-01-05T15:30:00+00:00,406.3399,409.2574,404.6431,407.5555,130662.0,True,synthetic:ohlcv:SIM_0001:16
SIM_0002,2026-01-05T15:30:00+00:00,170.0909,170.9455,168.4008,169.2512,220302.0,True,synthetic:ohlcv:SIM_0002:17
SIM_0003,2026-01-05T15:30:00+00:00,19.9604,20.229,19.8676,20.1354,248920.0,True,synthetic:ohlcv:SIM_0003:18
SIM_0004,2026-01-05T15:30:00+00:00,151.3651,152.0341,150.8062,151.4748,130821.0,True,synthetic:ohlcv:SIM_0004:19
SIM_0005,2026-01-05T15:30:00+00:00,51.7784,52.3104,51.4323,51.9631,346103.0,True,synthetic:ohlcv:SIM_0005:20
SIM_0006,2026-01-05T15:30:00+00:00,25.0057,25.0125,24.9949,25.0017,213959.0,True,synthetic:ohlcv:SIM_0006:21
SIM_0007,2026-01-05T15:30:00+00:00,477.8772,480.4849,471.6652,474.2532,515033.0,True,synthetic:ohlcv:SIM_0007:22
SIM_0008,2026-01-05T15:30:00+00:00,96.7107,96.9252,96.4343,96.6487,189786.0,True,synthetic:ohlcv:SIM_0008:23
SIM_0001,2026-01-05T16:00:00+00:00,407.5555,410.9629,405.9319,409.3322,181431.0,True,synthetic:ohlcv:SIM_0001:24
SIM_0002,2026-01-05T16:00:00+00:00,169.2512,170.2788,168.6034,169.6296,226841.0,True,synthetic:ohlcv:SIM_0002:25
SIM_0003,2026-01-05T16:00:00+00:00,20.1354,20.2286,19.5548,19.6458,665723.0,True,synthetic:ohlcv:SIM_0003:26
SIM_0004,2026-01-05T16:00:00+00:00,151.4748,151.9512,150.9266,151.4027,102543.0,True,synthetic:ohlcv:SIM_0004:27
SIM_0005,2026-01-05T16:00:00+00:00,51.9631,52.0466,50.4778,50.559,10402381.0,True,synthetic:ohlcv:SIM_0005:28
SIM_0006,2026-01-05T16:00:00+00:00,25.0017,25.3994,24.8057,25.2019,483277.0,True,synthetic:ohlcv:SIM_0006:29
